Tape ID   Status    State            Usable(GB)  Used(GB)  Available(GB)  Reclaimable%  Pool        Library    Location  Task ID
A00453JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00454JE  ok        appendable            19485     19469             16            0%  gpfsYDC001  PriceLib   homeslot  -      
A00455JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00456JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00457JE  ok        appendable            19485     19473             11            0%  gpfsYDC001  PriceLib   homeslot  -      
A00458JE  ok        appendable            19485     19480              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00459JE  ok        appendable            19485     19478              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00460JE  ok        appendable            19485     19466             18            0%  gpfsYDC001  PriceLib   homeslot  -      
A00461JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00462JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00463JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00464JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00465JE  ok        appendable            19485     19477              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00466JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00467JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00468JE  ok        appendable            19485     19468             16            0%  gpfsYDC001  PriceLib   homeslot  -      
A00469JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   homeslot  -      
A00470JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00471JE  ok        appendable            19485     19479              6            0%  gpfsYDC001  PriceLib   homeslot  -      
A00472JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00473JE  ok        appendable            19485     19472             13            0%  gpfsYDC001  PriceLib   homeslot  -      
A00474JE  ok        appendable            19485     19467             17            0%  gpfsYDC001  PriceLib   homeslot  -      
A00475JE  ok        appendable            19485     19472             12            0%  gpfsYDC001  PriceLib   homeslot  -      
A00476JE  ok        appendable            19485     19469             16            0%  gpfsYDC001  PriceLib   homeslot  -      
A00477JE  ok        appendable            19485     19477              8            0%  gpfsYDC001  PriceLib   homeslot  -      
A00478JE  degraded  require_replace           0         0              0            0%  -           PriceLib   homeslot  -      
A00479JE  ok        appendable            19485     19469             15            0%  gpfsYDC001  PriceLib   drive     -      
A00480JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00481JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00482JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00483JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00484JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00485JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00486JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00487JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00488JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00489JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00490JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00491JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00492JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00493JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00494JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00495JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00496JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00497JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00498JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00499JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00500JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00501JE  ok        appendable            19485     19465             19            0%  gpfsYDC001  PriceLib   homeslot  -      
A00502JE  ok        appendable            19485     19483              1            0%  gpfsYDC001  PriceLib   drive     -      
A00503JE  ok        appendable            19485     19470             14            0%  gpfsYDC001  PriceLib   homeslot  -      
A00504JE  degraded  require_replace       19485     15925              0            0%  gpfsYDC001  PriceLib   homeslot  -      
A00505JE  ok        appendable            19485     19478              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00506JE  ok        appendable            19485     19480              5            0%  gpfsYDC001  PriceLib   homeslot  -      
A00507JE  ok        appendable            19485     19468             16            0%  gpfsYDC001  PriceLib   homeslot  -      
A00508JE  ok        appendable            19485     19466             18            0%  gpfsYDC001  PriceLib   homeslot  -      
A00509JE  ok        appendable            19485     19472             12            0%  gpfsYDC001  PriceLib   homeslot  -      
A00510JE  ok        appendable            19485     19484              1            0%  gpfsYDC001  PriceLib   drive     -      
A00511JE  ok        appendable            19485     19462             22            0%  gpfsYDC001  PriceLib   homeslot  -      
A00512JE  ok        appendable            19485     19473             11            0%  gpfsYDC001  PriceLib   homeslot  -      
A00513JE  ok        appendable            19485     19464             21            0%  gpfsYDC001  PriceLib   homeslot  -      
A00514JE  ok        appendable            19485     19463             21            0%  gpfsYDC001  PriceLib   homeslot  -      
A00515JE  ok        appendable            19485     19482              2            0%  gpfsYDC001  PriceLib   homeslot  -      
A00516JE  ok        appendable            19485     19473             11            9%  gpfsYDC001  PriceLib   homeslot  -      
A00517JE  ok        appendable            19485     19477              7            0%  gpfsYDC001  PriceLib   homeslot  -      
A00518JE  ok        appendable            19485     19480              5            0%  gpfsYDC001  PriceLib   drive     -      
A00519JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00520JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00521JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00522JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00523JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00524JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00525JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00526JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00527JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00528JE  ok        unassigned                0         0              0            0%  -           PriceLib   homeslot  -      
A00529JE  ok        appendable            19485     19466             19            0%  gpfsYDC001  PriceLib   drive     -      
A00540JE  ok        appendable            19485     19476              8            0%  gpfsYDC001  PriceLib   ieslot    -      
